"city";"count";"uf";"country";"latitude";"longitude"
"lippstadt";1;"north rhine-westphalia";"germany";51.67369;8.34482
"oberhausen";1;"north rhine-westphalia";"germany";51.47311;6.88074
"paderborn";1;"north rhine-westphalia";"germany";51.71905;8.75439
"rahden";1;"north rhine-westphalia";"germany";52.43367;8.61263
"ratingen";1;"north rhine-westphalia";"germany";51.29724;6.84929
"schwerte";1;"north rhine-westphalia";"germany";51.44387;7.5675
"siegen";1;"north rhine-westphalia";"germany";50.87481;8.02431
"unna";1;"north rhine-westphalia";"germany";51.53795;7.68969
"versmold";1;"north rhine-westphalia";"germany";52.04009;8.15272
"wuppertal";1;"north rhine-westphalia";"germany";51.27027;7.16755
"bannu";1;"north-west frontier province";"pakistan";32.98541;70.6027
"santa catarina";1;"nuevo león";"mexico";25.67325;-100.45813
"graneros";1;"o'higgins";"chile";-34.06863;-70.72747
"rancagua";1;"o'higgins";"chile";-34.17083;-70.74444
"dayton";1;"ohio";"united states";39.75895;-84.19161
"oregon";1;"ohio";"united states";41.64366;-83.48688
"sidney";1;"ohio";"united states";40.28422;-84.1555
"okinawa";1;"okinawa";"japan";26.33583;127.80139
"altus";1;"oklahoma";"united states";34.63813;-99.33398
"chickasha";1;"oklahoma";"united states";35.05257;-97.93643
"omsk";1;"omsk";"russia";54.99244;73.36859
"ondo";1;"ondo";"nigeria";7.1;4.83333
"brantford";1;"ontario";"canada";43.1334;-80.26636
"oshawa";1;"ontario";"canada";43.90012;-78.84957
"corvallis";1;"oregon";"united states";44.56457;-123.26204
"eugene";1;"oregon";"united states";44.05207;-123.08675
"oujda";1;"oriental region";"morocco";34.68053;-1.90764
"norrköping";1;"östergötland";"sweden";58.59419;16.1826
"hardenberg";1;"overijssel";"netherlands";52.57583;6.61944
"ibadan";1;"oyo";"nigeria";7.38778;3.89639
"almeirim";1;"pará";"brazil";-1.52333;-52.58167
"augusto corrêa";1;"pará";"brazil";-1.02167;-46.635
"barcarena";1;"pará";"brazil";-1.50583;-48.62583
"capitão poço";1;"pará";"brazil";-1.74639;-47.05944
"conceição do araguaia";1;"pará";"brazil";-8.25778;-49.26472
"igarapé miri";1;"pará";"brazil";-1.975;-48.95972
"itupiranga";1;"pará";"brazil";-5.13472;-49.32667
"são félix do xingu";1;"pará";"brazil";-6.64472;-51.995
"mari";1;"paraíba";"brazil";-7.06;-35.31944
"paramaribo";1;"paramaribo";"suriname";5.86638;-55.16682
"pinhais";1;"paraná";"brazil";-25.44472;-49.1925
"pinhão";1;"paraná";"brazil";-25.69556;-51.65972
"rio branco do sul";1;"paraná";"brazil";-25.19;-49.31417
"cerro de pasco";1;"pasco";"peru";-10.66748;-76.25668
"pavlodar";1;"pavlodar";"kazakhstan";52.27401;77.00438
"challans";1;"pays de la loire";"france";46.84363;-1.87491
"mayenne";1;"pays de la loire";"france";48.3;-0.61667
"kalamáta";1;"peloponnese";"greece";37.03889;22.11417
"limerick";1;"pennsylvania";"united states";40.23093;-75.52212
"perm";1;"perm";"russia";58.01046;56.25017
"amaraji";1;"pernambuco";"brazil";-8.38306;-35.4525
"araripina";1;"pernambuco";"brazil";-7.57611;-40.49833
"cabo";1;"pernambuco";"brazil";-8.28333;-35.03333
"cabrobó";1;"pernambuco";"brazil";-8.51417;-39.31
"cupira";1;"pernambuco";"brazil";-8.61667;-35.95
"jatobá";1;"pernambuco";"brazil";-9.18306;-38.26889
"rio formoso";1;"pernambuco";"brazil";-8.66877;-35.16277
"santa cruz do capibaribe";1;"pernambuco";"brazil";-7.9575;-36.20472
"toritama";1;"pernambuco";"brazil";-8.00667;-36.05667
"pernik";1;"pernik";"bulgaria";42.6;23.03333
"flores";1;"petén";"guatemala";16.92258;-89.89941
"altos";1;"piauí";"brazil";-5.03806;-42.46
"turin";1;"piedmont";"italy";45.07049;7.68682
"talara";1;"piura";"peru";-4.57722;-81.27194
"curepipe";1;"plaines wilhems";"mauritius";-20.31472;57.52028
"vacoas";1;"plaines wilhems";"mauritius";-20.29806;57.47833
"châtellerault";1;"poitou-charentes";"france";46.8;0.53333
"la rochelle";1;"poitou-charentes";"france";46.16667;-1.15
"gdańsk";1;"pomeranian voivodeship";"poland";54.35205;18.64637
"wejherowo";1;"pomeranian voivodeship";"poland";54.60568;18.23559
"tupiza";1;"potosí";"bolivia";-21.44345;-65.71875
"villazón";1;"potosí";"bolivia";-22.08659;-65.59422
"ploieşti";1;"prahova";"romania";44.95;26.01667
"nice";1;"provence-alpes-côte d'azur";"france";43.70313;7.26608
"pertuis";1;"provence-alpes-côte d'azur";"france";43.69252;5.50285
"toulon";1;"provence-alpes-côte d'azur";"france";43.11667;5.93333
"tete";1;"province of tete";"mozambique";-16.15639;33.58667
"bahía honda";1;"provincia artemisa";"cuba";22.90361;-83.15917
"güira de melena";1;"provincia artemisa";"cuba";22.79274;-82.50823
"bejucal";1;"provincia mayabeque";"cuba";22.92861;-82.38861
"san josé de las lajas";1;"provincia mayabeque";"cuba";22.96139;-82.15111
"hoshiārpur";1;"punjab";"india";31.53238;75.90799
"lahore";1;"punjab";"pakistan";31.54972;74.34361
"sargodha";1;"punjab";"pakistan";32.08361;72.67111
"ayaviri";1;"puno";"peru";-14.88639;-70.58889
"châteauguay";1;"quebec";"canada";45.38338;-73.74919
"saint-jérôme";1;"quebec";"canada";45.78036;-74.00365
"sherbrooke";1;"quebec";"canada";45.40008;-71.89908
"quetzaltenango";1;"quetzaltenango";"guatemala";14.83472;-91.51806
"calarcá";1;"quindío";"colombia";4.52949;-75.64091
"străşeni";1;"raionul străşeni";"moldova";47.14139;28.61028
"rangpur";1;"rangpur division";"bangladesh";25.74664;89.25166
"koblenz";1;"rheinland-pfalz";"germany";50.35357;7.57883
"landau in der pfalz";1;"rheinland-pfalz";"germany";49.19844;8.11692
"neustadt";1;"rheinland-pfalz";"germany";49.35009;8.13886
"worms";1;"rheinland-pfalz";"germany";49.63278;8.35916
"bron";1;"rhône-alpes";"france";45.73333;4.91667
"sainte-foy-lès-lyon";1;"rhône-alpes";"france";45.73692;4.79688
"valence";1;"rhône-alpes";"france";44.93333;4.9
"yabrūd";1;"rif-dimashq";"syria";33.96736;36.65741
"arraial do cabo";1;"rio de janeiro";"brazil";-22.96611;-42.02778
"guapimirim";1;"rio de janeiro";"brazil";-22.53722;-42.98194
"pinheiral";1;"rio de janeiro";"brazil";-22.51278;-44.00056
"cachoeirinha";1;"rio grande do sul";"brazil";-29.95111;-51.09389
"charqueadas";1;"rio grande do sul";"brazil";-29.95472;-51.62528
"herval";1;"rio grande do sul";"brazil";-32.02361;-53.39556
"três coroas";1;"rio grande do sul";"brazil";-29.51694;-50.77778
"villa regina";1;"río negro";"argentina";-39.1;-67.06667
"santa rosa de cabal";1;"risaralda";"colombia";4.86806;-75.62139
"rivas";1;"rivas";"nicaragua";11.43716;-85.82632
"rocha";1;"rocha";"uruguay";-34.48333;-54.33333
"cacoal";1;"rondônia";"brazil";-11.43861;-61.44722
"vilhena";1;"rondônia";"brazil";-12.74056;-60.14583
"ruse";1;"ruse";"bulgaria";43.85639;25.97083
"blieskastel";1;"saarland";"germany";49.23724;7.25617
"losheim";1;"saarland";"germany";49.5099;6.74549
"sfax";1;"şafāqis";"tunisia";34.74056;10.76028
"linstead";1;"saint catherine";"jamaica";18.13683;-77.03171
"juanjuí";1;"san martín";"peru";-7.17697;-76.72774
"barra velha";1;"santa catarina";"brazil";-26.63222;-48.68472
"navegantes";1;"santa catarina";"brazil";-26.89889;-48.65417
"caleta olivia";1;"santa cruz";"argentina";-46.43929;-67.52814
"avellaneda";1;"santa fe";"argentina";-29.11761;-59.65834
"cañada de gómez";1;"santa fe";"argentina";-32.81636;-61.39493
"coronda";1;"santa fe";"argentina";-31.97263;-60.91983
"firmat";1;"santa fe";"argentina";-33.45937;-61.4832
"rufino";1;"santa fe";"argentina";-34.26827;-62.71262
"barrancabermeja";1;"santander";"colombia";7.06528;-73.85472
"floridablanca";1;"santander";"colombia";7.06222;-73.08644
"san gil";1;"santander";"colombia";6.55573;-73.13309
"san bernardo";1;"santiago";"chile";-33.59217;-70.6996
"tamboril";1;"santiago";"dominican republic";19.48538;-70.61104
"añatuya";1;"santiago del estero";"argentina";-28.46064;-62.83472
"arujá";1;"são paulo";"brazil";-23.39611;-46.32083
"brodósqui";1;"são paulo";"brazil";-20.99139;-47.65861
"buri";1;"são paulo";"brazil";-23.7975;-48.59278
"cajati";1;"são paulo";"brazil";-24.73611;-48.12278
"conchal";1;"são paulo";"brazil";-22.33028;-47.1725
"ferraz de vasconcelos";1;"são paulo";"brazil";-23.54083;-46.36861
"guararema";1;"são paulo";"brazil";-23.415;-46.035
"iracemápolis";1;"são paulo";"brazil";-22.58056;-47.51861
"itanhaém";1;"são paulo";"brazil";-24.18306;-46.78889
"itapecerica da serra";1;"são paulo";"brazil";-23.71694;-46.84917
"itupeva";1;"são paulo";"brazil";-23.15306;-47.05778
"paranapanema";1;"são paulo";"brazil";-23.3863;-48.72441
"paulínia";1;"são paulo";"brazil";-22.76111;-47.15417
"santana de parnaíba";1;"são paulo";"brazil";-23.44417;-46.91778
"serrana";1;"são paulo";"brazil";-21.21139;-47.59556
"alghero";1;"sardinia";"italy";40.56541;8.32092
"carbonia";1;"sardinia";"italy";39.16465;8.5213
"nuoro";1;"sardinia";"italy";40.31949;9.31394
"oristano";1;"sardinia";"italy";39.89957;8.59326
"saskatoon";1;"saskatchewan";"canada";52.11679;-106.63452
"bad oldesloe";1;"schleswig-holstein";"germany";53.81167;10.37417
"bad segeberg";1;"schleswig-holstein";"germany";53.94313;10.30215
"edinburgh";1;"scotland";"united kingdom";55.95206;-3.19648
"glasgow";1;"scotland";"united kingdom";55.86515;-4.25763
"johnstone";1;"scotland";"united kingdom";55.82906;-4.51605
"stirling";1;"scotland";"united kingdom";56.11903;-3.93682
"capela";1;"sergipe";"brazil";-10.50333;-37.05278
"almada";1;"setúbal";"portugal";38.67902;-9.1569
"setúbal";1;"setúbal";"portugal";38.5244;-8.8882
"jinan";1;"shandong sheng";"china";36.66833;116.99722
"liaocheng";1;"shandong sheng";"china";36.45596;115.97766
"lentini";1;"sicily";"italy";37.28929;14.99644
"monreale";1;"sicily";"italy";38.07665;13.29319
"ribera";1;"sicily";"italy";37.49773;13.26676
"sidi bel abbès";1;"sidi bel abbès";"algeria";35.18994;-0.63085
"chorzów";1;"silesian voivodeship";"poland";50.30582;18.9742
"gliwice";1;"silesian voivodeship";"poland";50.29761;18.67658
"culiacán";1;"sinaloa";"mexico";24.79032;-107.38782
"eskilstuna";1;"södermanland";"sweden";59.36661;16.5077
"beira";1;"sofala";"mozambique";-19.84361;34.83889
"sonsonate";1;"sonsonate";"el salvador";13.71889;-89.72417
"butare";1;"southern province";"rwanda";-2.59667;29.73944
"kimhae";1;"south gyeongsang";"south korea";35.23417;128.88111
"leiden";1;"south holland";"netherlands";52.15833;4.49306
"naaldwijk";1;"south holland";"netherlands";51.99417;4.20972
"the hague";1;"south holland";"netherlands";52.07667;4.29861
"brno";1;"south moravian region";"czech republic";49.19522;16.60796
"kutná hora";1;"středočeský";"czech republic";49.94839;15.26816
"sanok";1;"subcarpathian voivodeship";"poland";49.55573;22.2056
"suceava";1;"suceava";"romania";47.63333;26.25
"sousse";1;"sūsah";"tunisia";35.82539;10.63699
"tambov";1;"tambov";"russia";52.73169;41.44326
"coimbatore";1;"tamil nādu";"india";11.00555;76.96612
"gobichettipalayam";1;"tamil nādu";"india";11.45496;77.4422
"lalgudi";1;"tamil nādu";"india";10.87419;78.81935
"nāgercoil";1;"tamil nādu";"india";8.17731;77.43437
"sivakasi";1;"tamil nādu";"india";9.44999;77.79797
"tiruchirappalli";1;"tamil nādu";"india";10.8155;78.69651
"tartu";1;"tartumaa";"estonia";58.38062;26.72509
"el paso";1;"texas";"united states";31.75872;-106.48693
"fort worth";1;"texas";"united states";32.72541;-97.32085
"galveston";1;"texas";"united states";29.30135;-94.7977
"fano";1;"the marches";"italy";43.84052;13.01665
"fermo";1;"the marches";"italy";43.16296;13.72274
"macerata";1;"the marches";"italy";43.29789;13.45293
"osimo";1;"the marches";"italy";43.48206;13.48766
"porto san giorgio";1;"the marches";"italy";43.17784;13.79411
"lárisa";1;"thessaly";"greece";39.63722;22.42028
"frauenfeld";1;"thurgau";"switzerland";47.55816;8.89854
"suhl";1;"thuringia";"germany";50.60911;10.69401
"bellinzona";1;"ticino";"switzerland";46.19278;9.01703
"kolea";1;"tipaza";"algeria";36.63888;2.76845
"tirana";1;"tiranë";"albania";41.3275;19.81889
"ishim";1;"tjumen";"russia";56.11281;69.49015
"mansoûra";1;"tlemcen";"algeria";34.86158;-1.33935
"tlemcen";1;"tlemcen";"algeria";34.87833;-1.315
"treinta y tres";1;"treinta y tres";"uruguay";-33.23333;-54.38333
"rovereto";1;"trentino-alto adige";"italy";45.88204;11.03647
"tunis";1;"tūnis";"tunisia";36.81897;10.16579
"empoli";1;"tuscany";"italy";43.71946;10.94445
"lucca";1;"tuscany";"italy";43.8497;10.47234
"siena";1;"tuscany";"italy";43.32215;11.3259
"kufstein";1;"tyrol";"austria";47.58333;12.16667
"terni";1;"umbria";"italy";42.56184;12.63667
"logan";1;"utah";"united states";41.73549;-111.83439
"ogden";1;"utah";"united states";41.223;-111.97383
"salt lake city";1;"utah";"united states";40.76078;-111.89105
"rhenen";1;"utrecht";"netherlands";51.95917;5.56806
"utrecht";1;"utrecht";"netherlands";52.09083;5.12222
"alīgarh";1;"uttar pradesh";"india";27.88334;78.07475
"jagdīshpur";1;"uttar pradesh";"india";26.74967;80.5451
"kānpur";1;"uttar pradesh";"india";26.4478;80.34627
"lucknow";1;"uttar pradesh";"india";26.83928;80.92313
"muzaffarnagar";1;"uttar pradesh";"india";29.47394;77.70414
"varanasi";1;"uttar pradesh";"india";25.31668;83.01041
"burriana";1;"valencia";"spain";39.88901;-0.08499
"carcaixent";1;"valencia";"spain";39.13333;-0.45
"elche";1;"valencia";"spain";38.26218;-0.70107
"gandia";1;"valencia";"spain";38.96667;-0.18333
"tuluá";1;"valle del cauca";"colombia";4.08466;-76.19536
"varaždin";1;"varaždinska";"croatia";46.30444;16.33778
"la guaira";1;"vargas";"venezuela";10.59901;-66.9346
"karlstad";1;"värmland";"sweden";59.3793;13.50357
"varna";1;"varna";"bulgaria";43.21667;27.91667
"lausanne";1;"vaud";"switzerland";46.516;6.63282
"bassano del grappa";1;"veneto";"italy";45.76231;11.73112
"castelfranco veneto";1;"veneto";"italy";45.67254;11.93728
"san donà di piave";1;"veneto";"italy";45.63488;12.57211
"schio";1;"veneto";"italy";45.71262;11.35671
"thiene";1;"veneto";"italy";45.7088;11.47959
"verona";1;"veneto";"italy";45.4299;10.98444
"altotonga";1;"veracruz-llave";"mexico";19.76613;-97.24514
"coatzacoalcos";1;"veracruz-llave";"mexico";18.13346;-94.44242
"minatitlan";1;"veracruz-llave";"mexico";17.99925;-94.55441
"santiago de veraguas";1;"veraguas";"panama";8.1;-80.98333
"ponte de lima";1;"viana do castelo";"portugal";41.76719;-8.58393
"viana do castelo";1;"viana do castelo";"portugal";41.69323;-8.83287
"caibarién";1;"villa clara";"cuba";22.52056;-79.46694
"vilnius";1;"vilniaus apskritis";"lithuania";54.68916;25.2798
"newport news";1;"virginia";"united states";36.97876;-76.428
"waynesboro";1;"virginia";"united states";38.06847;-78.88947
"voronezh";1;"voronezj";"russia";51.67204;39.1843
"focşani";1;"vrancea";"romania";45.7;27.18333
"třebíč";1;"vysočina";"czech republic";49.21492;15.88166
"kainan";1;"wakayama";"japan";34.15;135.2
"tournai";1;"walloon region";"belgium";50.60715;3.38932
"verviers";1;"walloon region";"belgium";50.58907;5.86241
"pasco";1;"washington";"united states";46.23958;-119.10057
"ramallah";1;"west bank";"palestinian territory";31.89964;35.20422
"aígio";1;"west greece";"greece";38.24861;22.08194
"parkersburg";1;"west virginia";"united states";39.26674;-81.56151
"milwaukee";1;"wisconsin";"united states";43.0389;-87.90647
"yazd";1;"yazd";"iran";31.89722;54.3675
"chita";1;"zabaykal’skiy kray";"russia";52.03171;113.50087
"zacapa";1;"zacapa";"guatemala";14.97222;-89.53056
"zacatecas";1;"zacatecas";"mexico";22.76843;-102.58141
"vlissingen";1;"zeeland";"netherlands";51.4425;3.57361
"ziguinchor";1;"ziguinchor";"senegal";12.58333;-16.27194
"ružomberok";1;"žilinský";"slovakia";49.0748;19.30751
"zlín";1;"zlínský";"czech republic";49.22645;17.67065
"abaiara";1;"";"brazil";-7.359;-39.046
"abaíra";1;"";"brazil";-13.25;-41.664
"abelardo luz";1;"";"brazil";-26.565;-52.328
"abre campo";1;"";"brazil";-20.301;-42.478
"acaiaca";1;"";"brazil";-20.363;-43.145
"adelândia";1;"";"brazil";-16.415;-50.166
"adolfo";1;"";"brazil";-21.235;-49.644
"adrianópolis";1;"";"brazil";-24.657;-48.991
"afonso bezerra";1;"";"brazil";-5.498;-36.506
"agrestina";1;"";"brazil";-8.458;-35.945
"água boa";1;"";"brazil";-17.996;-42.389
"água branca";1;"";"brazil";-9.262;-37.938
"água fria";1;"";"brazil";-11.867;-38.767
"água santa";1;"";"brazil";-28.177;-52.034
"aguiar";1;"";"brazil";-7.092;-38.171
"alcântara";1;"";"brazil";-2.409;-44.415
"almas";1;"";"brazil";-11.574;-47.17
"altair";1;"";"brazil";-20.524;-49.059
"alto bela vista";1;"";"brazil";-27.458;-51.879
"alto paraguai";1;"";"brazil";-14.514;-56.483
"alto parnaíba";1;"";"brazil";-9.111;-45.93
"alto santo";1;"";"brazil";-5.521;-38.272
"alvarenga";1;"";"brazil";-19.417;-41.729
"álvares florence";1;"";"brazil";-20.321;-49.911
"amapá";1;"";"brazil";2.053;-50.793
"amélia rodrigues";1;"";"brazil";-12.409;-38.759
"anajás";1;"";"brazil";-0.987;-49.94
"anapurus";1;"";"brazil";-3.672;-43.116
"anaurilândia";1;"";"brazil";-22.188;-52.718
"andaraí";1;"";"brazil";-12.807;-41.331
"angelim";1;"";"brazil";-8.89;-36.286
"angelina";1;"";"brazil";-27.569;-48.985
"ângulo";1;"";"brazil";-23.195;-51.915
"anhumas";1;"";"brazil";-22.295;-51.387
"anita garibaldi";1;"";"brazil";-27.689;-51.13
"anta gorda";1;"";"brazil";-28.97;-52.005
"antônio almeida";1;"";"brazil";-7.219;-44.198
"antônio cardoso";1;"";"brazil";-12.435;-39.12
"antônio gonçalves";1;"";"brazil";-10.573;-40.274
"antônio prado de minas";1;"";"brazil";-21.016;-42.109
"aperibé";1;"";"brazil";-21.621;-42.103
"apiúna";1;"";"brazil";-27.036;-49.39
"apuarema";1;"";"brazil";-13.856;-39.744
"apuiarés";1;"";"brazil";-3.949;-39.432
"aquidabã";1;"";"brazil";-10.281;-37.019
"aracatu";1;"";"brazil";-14.428;-41.462
"aracoiaba";1;"";"brazil";-4.371;-38.814
"araguaiana";1;"";"brazil";-15.734;-51.831
"araguanã";1;"";"brazil";-6.581;-48.644
"aramari";1;"";"brazil";-12.082;-38.499
"arandu";1;"";"brazil";-23.134;-49.054
"arantina";1;"";"brazil";-21.911;-44.256
"araporã";1;"";"brazil";-18.437;-49.187
"arapoti";1;"";"brazil";-24.158;-49.827
"araquari";1;"";"brazil";-26.37;-48.722
"arauá";1;"";"brazil";-11.262;-37.62
"araújos";1;"";"brazil";-19.948;-45.166
"arês";1;"";"brazil";-6.194;-35.16
"aricanduva";1;"";"brazil";-17.867;-42.557
"arinos";1;"";"brazil";-15.917;-46.106
"armação dos búzios";1;"";"brazil";-22.747;-41.882
"arroio dos ratos";1;"";"brazil";-30.077;-51.729
"ataléia";1;"";"brazil";-18.044;-41.11
"augusto de lima";1;"";"brazil";-18.109;-44.267
"áurea";1;"";"brazil";-27.698;-52.049
"aurelino leal";1;"";"brazil";-14.317;-39.327
"autazes";1;"";"brazil";-3.58;-59.131
"baixio";1;"";"brazil";-6.73;-38.717
"balbinos";1;"";"brazil";-21.9;-49.357
"balsa nova";1;"";"brazil";-25.584;-49.636
"bandeira";1;"";"brazil";-15.885;-40.559
"barão de cotegipe";1;"";"brazil";-27.621;-52.38
"barão de monte alto";1;"";"brazil";-21.245;-42.238
"barra da estiva";1;"";"brazil";-13.626;-41.327
"barra do choça";1;"";"brazil";-14.881;-40.579
"barra do jacaré";1;"";"brazil";-23.115;-50.181
"barra do mendes";1;"";"brazil";-11.81;-42.059
"barra do quaraí";1;"";"brazil";-30.207;-57.555
"barra do rocha";1;"";"brazil";-14.211;-39.602
"barro";1;"";"brazil";-7.177;-38.782
"bataguassu";1;"";"brazil";-21.714;-52.422
"bela vista de minas";1;"";"brazil";-19.83;-43.091
"belém de maria";1;"";"brazil";-8.614;-35.809
"benjamin constant";1;"";"brazil";-4.383;-70.031
"biritinga";1;"";"brazil";-11.617;-38.8
"boa ventura";1;"";"brazil";-7.414;-38.216
"boca da mata";1;"";"brazil";-9.641;-36.22
"bodocó";1;"";"brazil";-7.778;-39.941
"bom jardim de minas";1;"";"brazil";-21.947;-44.191
"bom jesus da penha";1;"";"brazil";-21.017;-46.523
"bom jesus da serra";1;"";"brazil";-14.372;-40.504
"bom jesus do amparo";1;"";"brazil";-19.704;-43.474
"bom jesus do norte";1;"";"brazil";-21.114;-41.672
"boquira";1;"";"brazil";-12.823;-42.731
"boracéia";1;"";"brazil";-22.193;-48.779
"botuporã";1;"";"brazil";-13.382;-42.523
"botuverá";1;"";"brazil";-27.199;-49.075
"brasilândia de minas";1;"";"brazil";-17.01;-46.009
"brás pires";1;"";"brazil";-20.921;-43.242
"brejinho";1;"";"brazil";-7.349;-37.286
"brotas de macaúbas";1;"";"brazil";-11.999;-42.626
"bujaru";1;"";"brazil";-1.515;-48.045
"caaporã";1;"";"brazil";-7.516;-34.908
"caarapó";1;"";"brazil";-22.634;-54.822
"cabo verde";1;"";"brazil";-21.472;-46.396
"cabrália paulista";1;"";"brazil";-22.456;-49.338
"cachoeira alta";1;"";"brazil";-18.763;-50.942
"cachoeira dos índios";1;"";"brazil";-6.927;-38.674
"caçu";1;"";"brazil";-18.557;-51.131
"caculé";1;"";"brazil";-14.503;-42.222
"caém";1;"";"brazil";-11.091;-40.435
"caetés";1;"";"brazil";-8.773;-36.623
"caibi";1;"";"brazil";-27.072;-53.248
"calmon";1;"";"brazil";-26.6;-51.097
"camacho";1;"";"brazil";-20.625;-45.157
"camapuã";1;"";"brazil";-19.531;-54.044
"campo bom";1;"";"brazil";-29.679;-51.053
"campo do meio";1;"";"brazil";-21.107;-45.83
"campo florido";1;"";"brazil";-19.761;-48.572
"campos borges";1;"";"brazil";-28.886;-52.999
"campos novos paulista";1;"";"brazil";-22.603;-50.003
"camutanga";1;"";"brazil";-7.407;-35.274
"cana verde";1;"";"brazil";-21.021;-45.182
"cândido sales";1;"";"brazil";-15.505;-41.239
"cantanhede";1;"";"brazil";-3.633;-44.377
"canudos";1;"";"brazil";-9.964;-39.164
"capela nova";1;"";"brazil";-20.923;-43.618
"capim branco";1;"";"brazil";-19.549;-44.117
"capitão enéas";1;"";"brazil";-16.324;-43.711
"caraí";1;"";"brazil";-17.189;-41.695
"carapebus";1;"";"brazil";-22.187;-41.661
"cariré";1;"";"brazil";-3.951;-40.473
"carmo do rio verde";1;"";"brazil";-15.354;-49.708
"carneirinho";1;"";"brazil";-19.698;-50.688
"castelândia";1;"";"brazil";-18.091;-50.201
"catarina";1;"";"brazil";-6.131;-39.878
"catingueira";1;"";"brazil";-7.126;-37.609
"ceará-mirim";1;"";"brazil";-5.634;-35.426
"cedro do abaeté";1;"";"brazil";-19.148;-45.711
"central de minas";1;"";"brazil";-18.762;-41.306
"chapada do norte";1;"";"brazil";-17.087;-42.535
"charrua";1;"";"brazil";-27.952;-52.015
"chuí";1;"";"brazil";-33.691;-53.457
"ciríaco";1;"";"brazil";-28.344;-51.876
"claro dos poções";1;"";"brazil";-17.08;-44.209
"colônia leopoldina";1;"";"brazil";-8.909;-35.725
"comendador gomes";1;"";"brazil";-19.698;-49.081
"comendador levy gasparian";1;"";"brazil";-22.029;-43.205
"conceição de ipanema";1;"";"brazil";-19.928;-41.694
"conceição de macabu";1;"";"brazil";-22.085;-41.868
"conceição do almeida";1;"";"brazil";-12.809;-39.164
"conceição do rio verde";1;"";"brazil";-21.881;-45.085
"conceição dos ouros";1;"";"brazil";-22.413;-45.798
"condor";1;"";"brazil";-28.208;-53.487
"congo";1;"";"brazil";-7.797;-36.66
"congonhal";1;"";"brazil";-22.153;-46.039
"contenda";1;"";"brazil";-25.676;-49.535
"coração de maria";1;"";"brazil";-12.233;-38.75
"cordeiros";1;"";"brazil";-15.039;-41.935
"cordislândia";1;"";"brazil";-21.793;-45.701
"coroados";1;"";"brazil";-21.352;-50.281
"coronel bicaco";1;"";"brazil";-27.716;-53.701
"coronel ezequiel";1;"";"brazil";-6.383;-36.215
"coronel murta";1;"";"brazil";-16.619;-42.182
"coronel pacheco";1;"";"brazil";-21.588;-43.266
"coronel sapucaia";1;"";"brazil";-23.272;-55.529
"córrego do bom jesus";1;"";"brazil";-22.63;-46.02
"córrego do ouro";1;"";"brazil";-16.294;-50.548
"correntina";1;"";"brazil";-13.343;-44.637
"corumbataí";1;"";"brazil";-22.22;-47.626
"corupá";1;"";"brazil";-26.425;-49.243
"cotiporã";1;"";"brazil";-28.994;-51.696
"crisópolis";1;"";"brazil";-11.511;-38.15
"cristiano otoni";1;"";"brazil";-20.832;-43.806
"cristino castro";1;"";"brazil";-8.818;-44.224
"croatá";1;"";"brazil";-4.4;-40.911
"cromínia";1;"";"brazil";-17.288;-49.381
"cruzeiro da fortaleza";1;"";"brazil";-18.946;-46.674
"cubati";1;"";"brazil";-6.868;-36.351
"cumari";1;"";"brazil";-18.263;-48.151
"cumaru";1;"";"brazil";-8.006;-35.697
"curaçá";1;"";"brazil";-8.992;-39.908
"curralinho";1;"";"brazil";-1.814;-49.795
"curral velho";1;"";"brazil";-7.581;-38.198
"damianópolis";1;"";"brazil";-14.564;-46.177
"darcinópolis";1;"";"brazil";-6.713;-47.76
"davinópolis";1;"";"brazil";-18.153;-47.562
"deodápolis";1;"";"brazil";-22.276;-54.165
"desterro de entre rios";1;"";"brazil";-20.66;-44.333
"dias d'ávila";1;"";"brazil";-12.613;-38.297
"diogo de vasconcelos";1;"";"brazil";-20.488;-43.198
"dionísio";1;"";"brazil";-19.843;-42.777
"divina pastora";1;"";"brazil";-10.689;-37.148
"divinolândia de minas";1;"";"brazil";-18.804;-42.598
"divisa nova";1;"";"brazil";-21.511;-46.196
"dois lajeados";1;"";"brazil";-28.984;-51.836
"dois riachos";1;"";"brazil";-9.393;-37.101
"dom inocêncio";1;"";"brazil";-9.002;-41.974
"dom joaquim";1;"";"brazil";-18.967;-43.256
"dom viçoso";1;"";"brazil";-22.254;-45.161
"dores do rio preto";1;"";"brazil";-20.689;-41.845
"dores do turvo";1;"";"brazil";-20.976;-43.189
"doutor pedrinho";1;"";"brazil";-26.714;-49.483
"doutor ulysses";1;"";"brazil";-24.568;-49.42
"duas estradas";1;"";"brazil";-6.685;-35.418
"duque bacelar";1;"";"brazil";-4.156;-42.944
"durandé";1;"";"brazil";-20.203;-41.798
"ecoporanga";1;"";"brazil";-18.373;-40.831
"elísio medrado";1;"";"brazil";-12.946;-39.522
"encanto";1;"";"brazil";-6.111;-38.306
"encruzilhada";1;"";"brazil";-15.531;-40.909
"enéas marques";1;"";"brazil";-25.942;-53.164
"engenheiro coelho";1;"";"brazil";-22.488;-47.215
"entre folhas";1;"";"brazil";-19.625;-42.231
"entre rios de minas";1;"";"brazil";-20.671;-44.066
"equador";1;"";"brazil";-6.945;-36.718
"erebango";1;"";"brazil";-27.855;-52.302
"ermo";1;"";"brazil";-28.983;-49.644
