;Label;Modularity Class;City;State;Country;In-Degree;Out-Degree;Degree;Weighted Degree;Weighted In-Degree;Weighted Out-Degree;;;;
;faculdade metropolitana de caieiras;instituition;caieiras;sao paulo;brazil;0;0;0;0;0;0;;;;
;faculdade de tecnologia jardim;instituition;santo andre;sao paulo;brazil;0;0;0;0;0;0;;;;
;faculdade ccaa;instituition;rio de janeiro;rio de janeiro;brazil;0;0;0;0;0;0;;;;
;new school for social research;instituition;new york city;new york;united states;0;0;0;0;0;0;;;;
;faculdade do litoral paranaense;instituition;guaratuba;parana;brazil;0;0;0;0;0;0;;;;
;faculdade de sao roque;instituition;sao roque;sao paulo;brazil;0;0;0;0;0;0;;;;
;universitat hamburg;instituition;hamburg;free and hanseatic city of hamburg;germany;0;0;0;0;0;0;;;;
;instituto superior de filosofia berthier;instituition;passo fundo;rio grande do sul;brazil;0;0;0;0;0;0;;;;
;faculdade de medicina nova esperanca;instituition;joao pessoa;paraiba;brazil;0;0;0;0;0;0;;;;
;faculdade delta;instituition;salvador;bahia;brazil;0;0;0;0;0;0;;;;
;faculdade de ciencias juridicas e sociais aplicadas do araguaia;instituition;barra do garcas;mato grosso;brazil;0;0;0;0;0;0;;;;
;faculdade cenecista de sete lagoas;instituition;sete lagoas;minas gerais;brazil;0;0;0;0;0;0;;;;
;faculdade norte capixaba de sao mateus;instituition;sao mateus;espirito santo;brazil;0;0;0;0;0;0;;;;
;universite paris est creteil val de marne;instituition;creteil;í¬le-de-france;france;0;0;0;0;0;0;;;;
;faculdade de ciencia e tecnologia;instituition;palotina;parana;brazil;0;0;0;0;0;0;;;;
;universidad nacional de misiones;instituition;san ignacio;cayo;belize;0;0;0;0;0;0;;;;
;faculdade saberes;instituition;vitoria;espirito santo;brazil;0;0;0;0;0;0;;;;
;centro universitario catolica de santa catarina em jaragua do sul;instituition;jaragua do sul;santa catarina;brazil;0;0;0;0;0;0;;;;
;university of kent;instituition;canterbury;england;united kingdom;0;0;0;0;0;0;;;;
;escola de engenharia kennedy;instituition;belo horizonte;minas gerais;brazil;0;0;0;0;0;0;;;;
;faculdade de sorriso;instituition;sorriso;mato grosso;brazil;0;0;0;0;0;0;;;;
;universite de toulouse iii paul sabatier;instituition;toulouse;midi-pyrí©ní©es;france;0;0;0;0;0;0;;;;
;faculdade metropolitana de rio do sul;instituition;rio do sul;santa catarina;brazil;0;0;0;0;0;0;;;;
;faculdade sequencial;instituition;sao paulo;sao paulo;brazil;0;0;0;0;0;0;;;;
;faculdade de tecnologia equipe darwin;instituition;brasilia;federal district;brazil;0;0;0;0;0;0;;;;
;universidad de navarra;instituition;pamplona;navarre;spain;0;0;0;0;0;0;;;;
;universidade de extremadura;instituition;caceres;extremadura;spain;0;0;0;0;0;0;;;;
;faculdade de ciencias medicas da bahia;instituition;santa cruz cabralia;bahia;brazil;0;0;0;0;0;0;;;;
;faculdade sao basilio magno;instituition;curitiba;parana;brazil;0;0;0;0;0;0;;;;
;faculdade de guanambi;instituition;guanambi;bahia;brazil;0;0;0;0;0;0;;;;
;instituto catolico de estudos superiores do piaui;instituition;teresina;piaui;brazil;0;0;0;0;0;0;;;;
;faculdade do medio parnaiba;instituition;sao pedro do piaui;piaui;brazil;0;0;0;0;0;0;;;;
;university of virginia;instituition;charlottesville;virginia;united states;0;0;0;0;0;0;;;;
;gottfried wilhelm leibniz universitat hannover;instituition;hannover;lower saxony;germany;0;0;0;0;0;0;;;;
;universidad del pais vasco;instituition;leioa;basque country;spain;0;0;0;0;0;0;;;;
;faculdade serra do carmo;instituition;palmas;tocantins;brazil;0;0;0;0;0;0;;;;
;universidade de salamanca;instituition;salamanca;madrid;spain;0;0;0;0;0;0;;;;
;universidad de cordoba espanha;instituition;cordoba;andalusia;spain;0;0;0;0;0;0;;;;
;universite de lorraine;instituition;epinal;lorraine;france;0;0;0;0;0;0;;;;
;centro universitario anhanguera de sao paulo;instituition;sao paulo;sao paulo;brazil;0;0;0;0;0;0;;;;
;university of tokyo;instituition;tokyo;tÅçkyÅç;japan;0;0;0;0;0;0;;;;
;faculdades integradas promove de brasilia;instituition;brasilia;federal district;brazil;0;0;0;0;0;0;;;;
;faculdade fernao dias;instituition;osasco;sao paulo;brazil;0;0;0;0;0;0;;;;
;faculdades integradas de botucatu;instituition;botucatu;sao paulo;brazil;0;0;0;0;0;0;;;;
;faculdade jk asa norte;instituition;brasilia;federal district;brazil;0;0;0;0;0;0;;;;
;george washington university;instituition;washington d c;washington, d,c,;united states;0;0;0;0;0;0;;;;
;city university of new york;instituition;new york city;new york;united states;0;0;0;0;0;0;;;;
;university of notre dame;instituition;south bend;indiana;united states;0;0;0;0;0;0;;;;
;colorado state university system;instituition;denver;colorado;united states;0;0;0;0;0;0;;;;
;university of north carolina system;instituition;raleigh;north carolina;united states;0;0;0;0;0;0;;;;
;university of minnesota system;instituition;minneapolis;minnesota;united states;0;0;0;0;0;0;;;;
;instituto superior de educacao do rio de janeiro;instituition;rio de janeiro;rio de janeiro;brazil;0;0;0;0;0;0;;;;
;faculdades integradas de sao carlos;instituition;sao carlos;sao paulo;brazil;0;0;0;0;0;0;;;;
;universitat erlangen nurnberg friedrich alexander;instituition;erlangen;bavaria;germany;0;0;0;0;0;0;;;;
;university of california at berkeley;instituition;berkeley;california;united states;0;0;0;0;0;0;;;;
;cranfield university;instituition;bedford;england;united kingdom;0;0;0;0;0;0;;;;
;instituto de radioprotecao e dosimetria;instituition;rio de janeiro;rio de janeiro;brazil;0;0;0;0;0;0;;;;
;faculdade de ciencias gerenciais;instituition;sao joaquim da barra;sao paulo;brazil;0;0;0;0;0;0;;;;
;colegio dante alighieri;instituition;sao paulo;sao paulo;brazil;0;0;0;0;0;0;;;;
;faculdade de administracao e ciencias contabeis de sao roque;instituition;sao roque;sao paulo;brazil;0;0;0;0;0;0;;;;
;faculdade cenecista de campo largo;instituition;campo largo;parana;brazil;0;0;0;0;0;0;;;;
;faculdade cenecista de varginha;instituition;varginha;minas gerais;brazil;0;0;0;0;0;0;;;;
;faculdade anhanguera de dourados;instituition;dourados;mato grosso do sul;brazil;0;0;0;0;0;0;;;;
;faculdades integradas paulista;instituition;sao paulo;sao paulo;brazil;0;0;0;0;0;0;;;;
;faculdade sao camilo;instituition;belo horizonte;minas gerais;brazil;0;0;0;0;0;0;;;;
;instituto macapaense de ensino superior;instituition;macapa;amapa;brazil;0;0;0;0;0;0;;;;
;escola de guerra naval;instituition;rio de janeiro;rio de janeiro;brazil;0;0;0;0;0;0;;;;
;faculdade castelo branco;instituition;colatina;espirito santo;brazil;0;0;0;0;0;0;;;;
;loughborough university;instituition;loughborough;england;united kingdom;0;0;0;0;0;0;;;;
;faculdade de ciencias sociais aplicadas de belo horizonte;instituition;belo horizonte;minas gerais;brazil;0;0;0;0;0;0;;;;
;faculdade de ciencias sociais aplicadas de sinop;instituition;sinop;mato grosso;brazil;0;0;0;0;0;0;;;;
;faculdade de ciencias contabeis de ponte nova;instituition;ponte nova;minas gerais;brazil;0;0;0;0;0;0;;;;
;faculdade senac minas;instituition;contagem;minas gerais;brazil;0;0;0;0;0;0;;;;
;faculdade arquidiocesana de curvelo;instituition;curvelo;minas gerais;brazil;0;0;0;0;0;0;;;;
;faculdade da fundacao educacional aracatuba;instituition;aracatuba;sao paulo;brazil;0;0;0;0;0;0;;;;
;centro superior de ensino e pesquisa de machado;instituition;machado;minas gerais;brazil;0;0;0;0;0;0;;;;
;escola de economia de sao paulo da fundacao getulio vargas;instituition;sao paulo;sao paulo;brazil;0;0;0;0;0;0;;;;
;escola superior em meio ambiente;instituition;iguatama;minas gerais;brazil;0;0;0;0;0;0;;;;
;faculdade de ciencias medicas de campina grande;instituition;campina grande;paraiba;brazil;0;0;0;0;0;0;;;;
;faculdade minas gerais;instituition;belo horizonte;minas gerais;brazil;0;0;0;0;0;0;;;;
;faculdade gennari e peartree;instituition;pederneiras;sao paulo;brazil;0;0;0;0;0;0;;;;
;faculdade gama e souza;instituition;rio de janeiro;rio de janeiro;brazil;0;0;0;0;0;0;;;;
;centro universitario celso lisboa;instituition;rio de janeiro;rio de janeiro;brazil;0;0;0;0;0;0;;;;
;colegio militar do rio de janeiro;instituition;rio de janeiro;rio de janeiro;brazil;0;0;0;0;0;0;;;;
;faculdade cal de artes cenicas;instituition;rio de janeiro;rio de janeiro;brazil;0;0;0;0;0;0;;;;
;centro universitario herminio da silveira;instituition;rio de janeiro;rio de janeiro;brazil;0;0;0;0;0;0;;;;
;conselho federal de medicina;instituition;brasilia;federal district;brazil;0;0;0;0;0;0;;;;
;faculdade sao bento do rio de janeiro;instituition;rio de janeiro;rio de janeiro;brazil;0;0;0;0;0;0;;;;
;faculdade de ribeirao preto;instituition;ribeirao preto;sao paulo;brazil;0;0;0;0;0;0;;;;
;faculdade sao jose;instituition;rio de janeiro;rio de janeiro;brazil;0;0;0;0;0;0;;;;
;avm faculdade integrada;instituition;manaus;amazonas;brazil;0;0;0;0;0;0;;;;
;faculdade de ciencias do tocantins;instituition;araguaina;tocantins;brazil;0;0;0;0;0;0;;;;
;centro universitario de itajuba;instituition;itajuba;minas gerais;brazil;0;0;0;0;0;0;;;;
;faculdade de educacao tecnologica do estado do rio de janeiro;instituition;tres rios;rio de janeiro;brazil;0;0;0;0;0;0;;;;
;escola superior nacional de seguros;instituition;rio de janeiro;rio de janeiro;brazil;0;0;0;0;0;0;;;;
;faculdade de teologia umbandista;instituition;sao paulo;sao paulo;brazil;0;0;0;0;0;0;;;;
;fatec cruzeiro prof waldomiro may;instituition;cruzeiro;sao paulo;brazil;0;0;0;0;0;0;;;;
;faculdade de educacao superior do parana;instituition;curitiba;parana;brazil;0;0;0;0;0;0;;;;
;faculdade de ciencias e educacao sena aires;instituition;valparaiso de goias;goias;brazil;0;0;0;0;0;0;;;;
;faculdade america latina;instituition;caxias do sul;rio grande do sul;brazil;0;0;0;0;0;0;;;;
;faculdade senai cetiqt;instituition;rio de janeiro;rio de janeiro;brazil;0;0;0;0;0;0;;;;
;faculdade de ciencias e tecnologia de unai;instituition;unai;minas gerais;brazil;0;0;0;0;0;0;;;;
;faculdade teologica batista de brasilia;instituition;brasilia;federal district;brazil;0;0;0;0;0;0;;;;
;faculdades integradas campo grandenses;instituition;rio de janeiro;rio de janeiro;brazil;0;0;0;0;0;0;;;;
;faculdade de tecnologia infnet rio de janeiro;instituition;rio de janeiro;rio de janeiro;brazil;0;0;0;0;0;0;;;;
;faculdade de economia e financas do rio de janeiro;instituition;rio de janeiro;rio de janeiro;brazil;0;0;0;0;0;0;;;;
;faculdade bezerra de araujo;instituition;rio de janeiro;rio de janeiro;brazil;0;0;0;0;0;0;;;;
;faculdade arthur thomas;instituition;londrina;parana;brazil;0;0;0;0;0;0;;;;
;faculdade de ciencias da saude;instituition;garca;sao paulo;brazil;0;0;0;0;0;0;;;;
;escola superior de administracao e gestao;instituition;santo andre;sao paulo;brazil;0;0;0;0;0;0;;;;
;faculdade de engenharia sao paulo;instituition;sao paulo;sao paulo;brazil;0;0;0;0;0;0;;;;
;faculdade de sao lourenco;instituition;sao lourenco;minas gerais;brazil;0;0;0;0;0;0;;;;
;faculdade albert einstein;instituition;brasilia;federal district;brazil;0;0;0;0;0;0;;;;
;instituto superior de educacao pro saber;instituition;rio de janeiro;rio de janeiro;brazil;0;0;0;0;0;0;;;;
;faculdade metropolitana de guaramirim;instituition;guaramirim;santa catarina;brazil;0;0;0;0;0;0;;;;
;escola superior de propaganda e marketing do rio de janeiro;instituition;rio de janeiro;rio de janeiro;brazil;0;0;0;0;0;0;;;;
;faculdade geremario dantas;instituition;rio de janeiro;rio de janeiro;brazil;0;0;0;0;0;0;;;;
;faculdade pinheiro guimaraes;instituition;rio de janeiro;rio de janeiro;brazil;0;0;0;0;0;0;;;;
;faculdade paranaense;instituition;curitiba;parana;brazil;0;0;0;0;0;0;;;;
;faculdade candido mendes de vitoria;instituition;vitoria;espirito santo;brazil;0;0;0;0;0;0;;;;
;camara dos deputados;instituition;brasilia;federal district;brazil;0;0;0;0;0;0;;;;
;faculdade de tecnologia senai cimatec;instituition;salvador;bahia;brazil;0;0;0;0;0;0;;;;
;faculdade santa helena;instituition;recife;pernambuco;brazil;0;0;0;0;0;0;;;;
;faculdade integrada de pernambuco;instituition;recife;pernambuco;brazil;0;0;0;0;0;0;;;;
;centro de pesquisa aggeu magalhaes fiocruz;instituition;recife;pernambuco;brazil;0;0;0;0;0;0;;;;
;faculdade de tecnologia darcy ribeiro;instituition;fortaleza;ceara;brazil;0;0;0;0;0;0;;;;
;faculdade mato grosso do sul;instituition;campo grande;mato grosso do sul;brazil;0;0;0;0;0;0;;;;
;fundo de defesa da citricultura;instituition;araraquara;sao paulo;brazil;0;0;0;0;0;0;;;;
;faculdade de tecnologia de piracicaba;instituition;piracicaba;sao paulo;brazil;0;0;0;0;0;0;;;;
;faculdade de tecnologia de teresina;instituition;teresina;piaui;brazil;0;0;0;0;0;0;;;;
;faculdade sudoeste paulista;instituition;avare;sao paulo;brazil;0;0;0;0;0;0;;;;
;faculdade prisma;instituition;montes claros;minas gerais;brazil;0;0;0;0;0;0;;;;
;faculdade dom alberto;instituition;santa cruz do sul;rio grande do sul;brazil;0;0;0;0;0;0;;;;
;faculdade anhanguera de santa barbara;instituition;santa barbara d oeste;sao paulo;brazil;0;0;0;0;0;0;;;;
;faculdade maria milza;instituition;cruz das almas;bahia;brazil;0;0;0;0;0;0;;;;
;faculdade de ciencias contabeis de ponte nova;instituition;ponte nova;minas gerais;brazil;0;0;0;0;0;0;;;;
;instituto de ensino superior franciscano;instituition;paco do lumiar;maranhao;brazil;0;0;0;0;0;0;;;;
;faculdade capivari;instituition;capivari de baixo;santa catarina;brazil;0;0;0;0;0;0;;;;
;fundacao estadual de pesquisa agropecuaria;instituition;eldorado do sul;rio grande do sul;brazil;0;0;0;0;0;0;;;;
;faculdade de ciencias sociais aplicadas de extrema;instituition;extrema;minas gerais;brazil;0;0;0;0;0;0;;;;
;instituto do patrimonio historico e artistico nacional;instituition;rio de janeiro;rio de janeiro;brazil;0;0;0;0;0;0;;;;
;instituto nacional de traumatologia e ortopedia;instituition;rio de janeiro;rio de janeiro;brazil;0;0;0;0;0;0;;;;
;instituto nacional de cardiologia;instituition;rio de janeiro;rio de janeiro;brazil;0;0;0;0;0;0;;;;
;faculdades integradas campo grandenses;instituition;rio de janeiro;rio de janeiro;brazil;0;0;0;0;0;0;;;;
;faculdade vicentina;instituition;curitiba;parana;brazil;0;0;0;0;0;0;;;;
;faculdade jesus maria jose;instituition;brasilia;federal district;brazil;0;0;0;0;0;0;;;;
;faculdade cidade do salvador;instituition;salvador;bahia;brazil;0;0;0;0;0;0;;;;
;faculdade vasco da gama;instituition;salvador;bahia;brazil;0;0;0;0;0;0;;;;
;faculdade santa fe;instituition;sao luis;maranhao;brazil;0;0;0;0;0;0;;;;
;instituto florence de ensino superior;instituition;sao luis;maranhao;brazil;0;0;0;0;0;0;;;;
;faculdade tahirih;instituition;manaus;amazonas;brazil;0;0;0;0;0;0;;;;
;faculdade de ciencias biomedicas de cacoal;instituition;cacoal;rondonia;brazil;0;0;0;0;0;0;;;;
;faculdade de administracao e artes de limeira;instituition;limeira;sao paulo;brazil;0;0;0;0;0;0;;;;
;faculdade de ensino superior dom bosco;instituition;cornelio procopio;parana;brazil;0;0;0;0;0;0;;;;
;associacao alberto santos dumont para apoio a pesquisa;instituition;macaiba;rio grande do norte;brazil;0;0;0;0;0;0;;;;
;centro universitario de bauru;instituition;bauru;sao paulo;brazil;0;0;0;0;0;0;;;;
;faculdade das aguas emendadas;instituition;brasilia;federal district;brazil;0;0;0;0;0;0;;;;
;faculdade de engenharia de minas gerais;instituition;belo horizonte;minas gerais;brazil;0;0;0;0;0;0;;;;
;instituto de medicina integral professor fernando figueira;instituition;recife;pernambuco;brazil;0;0;0;0;0;0;;;;
;faculdade idc;instituition;porto alegre;rio grande do sul;brazil;0;0;0;0;0;0;;;;
;faculdade de direito da fundacao escola superior do ministerio publico;instituition;porto alegre;rio grande do sul;brazil;0;0;0;0;0;0;;;;
;fefisa faculdades integradas de santo andre;instituition;santo andre;sao paulo;brazil;0;0;0;0;0;0;;;;
;faculdade interamericana de porto velho;instituition;porto velho;rondonia;brazil;0;0;0;0;0;0;;;;
;faculdade anhanguera de rondonopolis;instituition;rondonopolis;mato grosso;brazil;0;0;0;0;0;0;;;;
;universidade federal da integracao latino americana;instituition;foz do iguacu;parana;brazil;0;0;0;0;0;0;;;;
;faculdade de colider;instituition;colider;mato grosso;brazil;0;0;0;0;0;0;;;;
;faculdade de ciencias agrarias e da saude;instituition;lauro de freitas;bahia;brazil;0;0;0;0;0;0;;;;
;faculdade do baixo parnaiba;instituition;chapadinha;maranhao;brazil;0;0;0;0;0;0;;;;
;universidade federal de sao paulo campus diadema;instituition;diadema;sao paulo;brazil;0;0;0;0;0;0;;;;
;faculdades integradas de sao paulo;instituition;sao paulo;sao paulo;brazil;0;0;0;0;0;0;;;;
;faculdade de educacao e cultura montessori;instituition;sao paulo;sao paulo;brazil;0;0;0;0;0;0;;;;
;faculdade sao bento do rio de janeiro;instituition;rio de janeiro;rio de janeiro;brazil;0;0;0;0;0;0;;;;
;faculdades integradas santa cruz de curitiba;instituition;curitiba;parana;brazil;0;0;0;0;0;0;;;;
;instituto de tecnologia para o desenvolvimento;instituition;curitiba;parana;brazil;0;0;0;0;0;0;;;;
;faculdades integradas ipep;instituition;campinas;sao paulo;brazil;0;0;0;0;0;0;;;;
;faculdade anchieta do recife;instituition;recife;pernambuco;brazil;0;0;0;0;0;0;;;;
;centro universitario facex;instituition;natal;rio grande do norte;brazil;0;0;0;0;0;0;;;;
;instituto de ciencias da saude;instituition;montes claros;minas gerais;brazil;0;0;0;0;0;0;;;;
;faculdade do espirito santo;instituition;cachoeiro de itapemirim;espirito santo;brazil;0;0;0;0;0;0;;;;
;faculdade da amazonia;instituition;ananindeua;para;brazil;0;0;0;0;0;0;;;;
;faculdade salesiana maria auxiliadora;instituition;macae;rio de janeiro;brazil;0;0;0;0;0;0;;;;
;faculdade promove de janauba;instituition;janauba;minas gerais;brazil;0;0;0;0;0;0;;;;
;faculdade santa cruz;instituition;santa cruz do capibaribe;pernambuco;brazil;0;0;0;0;0;0;;;;
;faculdade zacarias de goes;instituition;valenca;bahia;brazil;0;0;0;0;0;0;;;;
;instituto de ensino superior do sul do maranhao;instituition;imperatriz;maranhao;brazil;0;0;0;0;0;0;;;;
;faculdade campos eliseos;instituition;sao paulo;sao paulo;brazil;0;0;0;0;0;0;;;;
;faculdade de teologia umbandista;instituition;sao paulo;sao paulo;brazil;0;0;0;0;0;0;;;;
;faculdade legale;instituition;sao paulo;sao paulo;brazil;0;0;0;0;0;0;;;;
;escola de economia de sao paulo da fundacao getulio vargas;instituition;sao paulo;sao paulo;brazil;0;0;0;0;0;0;;;;
;instituto superior de administracao e economia do mercosul;instituition;curitiba;parana;brazil;0;0;0;0;0;0;;;;
;faculdade de tecnologia senac df;instituition;brasilia;federal district;brazil;0;0;0;0;0;0;;;;
;faculdade anhanguera de taubate;instituition;taubate;sao paulo;brazil;0;0;0;0;0;0;;;;
;faculdade amadeus;instituition;aracaju;sergipe;brazil;0;0;0;0;0;0;;;;
;faculdades itecne de cascavel;instituition;cascavel;parana;brazil;0;0;0;0;0;0;;;;
;escola superior de administracao de empresas;instituition;sao jose dos campos;sao paulo;brazil;0;0;0;0;0;0;;;;
;faculdade cidade verde;instituition;maringa;parana;brazil;0;0;0;0;0;0;;;;
;faculdade de ciencias medicas de campina grande;instituition;campina grande;paraiba;brazil;0;0;0;0;0;0;;;;
